2000GEOID,Area2000 (Sq Mi),2012GEOID,Area2012 (Sq Mi),IntersectioNArea (Sq Mi),% of 2000 tract covering 2012 tract
48453001848,1.299689296,48453001839,3.166210502,1.81317E-06,5.72661E-07
48491020503,5.964957072,48491020504,3.585884899,1.9389E-06,5.40704E-07
48453001848,1.299689296,48453001850,0.670941114,3.44894E-07,5.14045E-07
48453002422,1.53537484,48453002429,1.023502363,4.92272E-07,4.80968E-07
48453001753,1.013627459,48453001722,1.063627527,4.97702E-07,4.67929E-07
48453000803,0.557540755,48453000402,0.596272116,2.70067E-07,4.52926E-07
48453001768,83.22084592,48453001916,5.237047296,2.29184E-06,4.3762E-07
48453002416,68.42659112,48453002207,26.92523777,1.16998E-05,4.34529E-07
48491020406,1.073814056,48491020405,1.158301999,5.02581E-07,4.33895E-07
48453001606,0.194331309,48453000102,2.176451365,9.03988E-07,4.1535E-07
48453002310,7.176718667,48453002312,1.69888884,6.2537E-07,3.68105E-07
48453001403,0.309106894,48453001402,0.525275674,1.9204E-07,3.65599E-07
48491020309,18.66749434,48491020508,1.92610699,6.73653E-07,3.49748E-07
48453001753,1.013627459,48453001754,1.245832932,4.28039E-07,3.43576E-07
48453002418,13.08436839,48453002434,21.29828237,7.19879E-06,3.37999E-07
48453001308,0.497489539,48453002003,0.768352786,2.48823E-07,3.2384E-07
48453001748,2.067782303,48453001740,1.823623407,5.40014E-07,2.96121E-07
48453001811,0.55374781,48453001812,0.896658295,2.44942E-07,2.73172E-07
48453001760,13.30676435,48453001714,6.798979584,1.85693E-06,2.73118E-07
48453001308,0.497489539,48453002308,1.235715583,3.31399E-07,2.68184E-07
48453001605,0.731433723,48453001603,0.987744488,2.41161E-07,2.44153E-07
48453001845,1.019584108,48453001826,1.242377123,2.48804E-07,2.00264E-07
48491020405,1.15936533,48453001781,0.955612579,1.88385E-07,1.97135E-07
48453001714,6.788715226,48453001755,2.870082921,4.81053E-07,1.67609E-07
48491020503,5.964957072,48491020311,2.823570942,4.72254E-07,1.67254E-07
48491020405,1.15936533,48453001756,0.823371178,1.35678E-07,1.64783E-07
48453001765,31.0596373,48453001714,6.798979584,1.09141E-06,1.60526E-07
48453001705,2.059366365,48453001706,1.028796529,1.60434E-07,1.55943E-07
48453001712,0.885461582,48453001750,2.344276773,3.17204E-07,1.3531E-07
48453001812,0.900974852,48453001811,0.557548341,7.40566E-08,1.32825E-07
48453001910,2.650781138,48453001911,1.292505589,1.68637E-07,1.30473E-07
48491020405,1.15936533,48491020403,0.605695174,7.81374E-08,1.29004E-07
48453001759,0.738200742,48453001754,1.245832932,1.60335E-07,1.28697E-07
48453002303,6.981109517,48453002433,27.88429258,3.42489E-06,1.22825E-07
48453001839,3.187104868,48453001826,1.242377123,1.49211E-07,1.20101E-07
48453002417,46.22769819,48453002435,18.88069963,2.25988E-06,1.19693E-07
48453001760,13.30676435,48453001761,11.4751867,1.34757E-06,1.17433E-07
48453001732,17.06126084,48453001733,8.717229792,1.00038E-06,1.14759E-07
48491020504,3.585880104,48453001864,1.974559503,2.25701E-07,1.14305E-07
48453002108,1.269169185,48453002208,4.999653975,4.93056E-07,9.8618E-08
48453001739,1.808364128,48453001750,2.344276773,2.04028E-07,8.70325E-08
48491020308,4.49627437,48453001765,31.12652599,2.54894E-06,8.18897E-08
48453001750,2.345378253,48453001915,2.402475975,1.89757E-07,7.89838E-08
48453001835,0.993476945,48453001826,1.242377123,9.45481E-08,7.61026E-08
48453001705,2.059366365,48453001716,8.04687172,6.12255E-07,7.60861E-08
48453001842,11.76442424,48453001856,23.81054746,1.49976E-06,6.29871E-08
48453002205,19.19672259,48453002210,31.47459309,1.97702E-06,6.28131E-08
48453001769,3.471176852,48453001768,83.21637121,5.14739E-06,6.18555E-08
48453001737,3.345222781,48453001769,3.469607991,2.00676E-07,5.78382E-08
48453002110,1.367760831,48453002208,4.999653975,2.82307E-07,5.64653E-08
48491020403,0.605118808,48491020408,1.241946708,6.98741E-08,5.62617E-08
48453001913,4.859198679,48453001912,5.833042771,2.92956E-07,5.02235E-08
48453001817,0.967797958,48453001849,2.88396221,1.43684E-07,4.98216E-08
48453002201,2.026971324,48453001834,6.011838104,2.20956E-07,3.67535E-08
48453001603,0.990735784,48453001605,0.731441441,2.40704E-08,3.29082E-08
48453001835,0.993476945,48453001834,6.011838104,1.8307E-07,3.04515E-08
48453002416,68.42659112,48453002434,21.29828237,6.33205E-07,2.97303E-08
48491020504,3.585880104,48491020503,5.947052372,1.65479E-07,2.78254E-08
48453002417,46.22769819,48453002407,5.922786161,1.48737E-07,2.51127E-08
48453002411,1.530465623,48453002431,7.775102964,1.91553E-07,2.46367E-08
48453001826,1.256110657,48453001835,0.997220654,2.3616E-08,2.36818E-08
48453001813,1.363801093,48453001834,6.011838104,1.39914E-07,2.32731E-08
48453001826,1.256110657,48453001839,3.166210502,6.90553E-08,2.18101E-08
48453002407,5.922709202,48453002434,21.29828237,3.72526E-07,1.74909E-08
48453002416,68.42659112,48021950300,135.6466652,1.87719E-06,1.38389E-08
48453001714,6.788715226,48453001765,31.12652599,3.32817E-07,1.06924E-08
48453001732,17.06126084,48209010901,32.53265739,2.88632E-07,8.87208E-09
48491020402,3.187881813,48491020508,1.92610699,1.57958E-08,8.20087E-09
48453001714,6.788715226,48453001716,8.04687172,5.13966E-08,6.38715E-09
48491020309,18.66749434,48491020408,1.241946708,5.60225E-09,4.51086E-09
48021950300,135.6457633,48453002433,27.88429258,5.21156E-08,1.869E-09
